,COMMENT,Positivity,Negativity,Neutrality,Compound
7071,Happy,1.0,0.0,0.0,0.5719
7072,This made me feeling better because earlier I was grumpy and now I am not -Laila A. (6),0.239,0.0,0.761,0.5267
7073,Good,1.0,0.0,0.0,0.4404
7074,"favorite so far!
",0.622,0.0,0.378,0.5093
7075,happy,1.0,0.0,0.0,0.5719
7076,Mindful,0.0,0.0,1.0,0.0
7077,beautiful!,1.0,0.0,0.0,0.636
7078,Mindful,0.0,0.0,1.0,0.0
7079,"Emiliano Medellin said, “I feel happy.”",0.0,0.0,1.0,0.0
7080,Calm ,1.0,0.0,0.0,0.3182
7081,"sleepy tired Mexico
ocean
Cancun
comfortable",0.324,0.284,0.392,0.1027
7082,The best part of today's experience was in feeling calm as I tried to participate.,0.421,0.0,0.579,0.7906
7083,Happy,1.0,0.0,0.0,0.5719
7084,"Dear Ms. Moses,

I liked it when we did the shark fin because it made me feel calm.

From, Room 804",0.312,0.0,0.688,0.7717
7085,"I had a memory pop up when Laura was guiding me to eat an apple.  I remembered the time my Mom & Dad bought some huge, beautifully red delicious apples.  They'd never bought those kind of apples before.  They always bought the bargain bag of small, mushy apples.  It was unbelievable to me that an apple could actually taste amazingly delicious and crunchy!  Who knew?!!! I learned something that day.  I learned I actually liked apples...at least the crunchy delicious kind!  Haha",0.295,0.0,0.705,0.9791
7086,felt good,0.744,0.0,0.256,0.4404
7087,no,0.0,1.0,0.0,-0.296
7089,Mindful,0.0,0.0,1.0,0.0
7090,vfhnfhg,0.0,0.0,1.0,0.0
7091,Mindful,0.0,0.0,1.0,0.0
7092,Relaxing,1.0,0.0,0.0,0.4939
7093,calming,1.0,0.0,0.0,0.4019
7094,nn,0.0,0.0,1.0,0.0
7095,"calm
",1.0,0.0,0.0,0.3182
7096,"This sound made us feel happy, awkward and curious.",0.441,0.118,0.441,0.6597
7097,Me gusto la musica. Gracias por todo. Gracias. I like your all of your relajacion musica. Gracias por toda la musica. I loved it.,0.242,0.0,0.758,0.7506
7098,"calm
",1.0,0.0,0.0,0.3182
7099,The best part of sending good feelings to people I don't like is that I can be nice to them.,0.381,0.081,0.538,0.8312
7100,Love it!,0.818,0.0,0.182,0.6696
7101,calm ,1.0,0.0,0.0,0.3182
7102,Grateful,1.0,0.0,0.0,0.4588
7103,Too Short,0.0,0.0,1.0,0.0
7104,Some students were calm and relaxed,0.579,0.0,0.421,0.6705
7105,"ok
",1.0,0.0,0.0,0.296
7106,It was calming and mindful,0.403,0.0,0.597,0.4019
7107,"Relaxed and sleepy
",0.615,0.0,0.385,0.4939
7108,great,1.0,0.0,0.0,0.6249
7109,good,1.0,0.0,0.0,0.4404
7111,ok,1.0,0.0,0.0,0.296
7112,"good
",1.0,0.0,0.0,0.4404
7113,"l Love it so much
",0.583,0.0,0.417,0.6369
7114,Very Helpful.  Thank you!!,0.763,0.0,0.237,0.7547
7115,ok,1.0,0.0,0.0,0.296
7116,We liked listening for sounds. They really help us!,0.465,0.0,0.535,0.7257
7117,Love it!,0.818,0.0,0.182,0.6696
7118,thank you,0.714,0.0,0.286,0.3612
7119,Gracias Laura. Me gusto la cancion Laura. Fue mucho mucho bonito. Gracias por relajarme. Gracias por todo. Gracias por la musica. Thank you much gracias por todo mucho bien. ,0.082,0.0,0.918,0.3612
7120,thank you ,0.714,0.0,0.286,0.3612
7121,"Relaxing
",1.0,0.0,0.0,0.4939
7122,Calm,1.0,0.0,0.0,0.3182
7123,amazing,1.0,0.0,0.0,0.5859
7124,It’s nice to have a quiet time. ,0.359,0.0,0.641,0.4215
7125,Calm ,1.0,0.0,0.0,0.3182
7126,HAPPY,1.0,0.0,0.0,0.5719
7127,calm,1.0,0.0,0.0,0.3182
7128,The calm voice of the person made me feel good and clear my mind.,0.415,0.0,0.585,0.7783
7129,WHere was the song???,0.0,0.0,1.0,0.0
7130,calm,1.0,0.0,0.0,0.3182
7131,THe birds help us.,0.474,0.0,0.526,0.4019
7132,nice breathing,0.737,0.0,0.263,0.4215
7133,Love it! ,0.818,0.0,0.182,0.6696
7134,Happy thoughts,0.787,0.0,0.213,0.5719
7135,I like being calm.,0.828,0.0,0.172,0.5859
7136,Daily group activity,0.0,0.0,1.0,0.0
7137,"Last stop at our head and face, closing our eyes,  opening our eyes, the sounds of the train",0.0,0.115,0.885,-0.296
7138,nice,1.0,0.0,0.0,0.4215
7139,GREAT!,1.0,0.0,0.0,0.6588
7140,relaxing ,1.0,0.0,0.0,0.4939
7141,Hello,0.0,0.0,1.0,0.0
7142,Ok ?,1.0,0.0,0.0,0.296
7144,"Feel my breath, and feel calm.",0.315,0.0,0.685,0.3182
7145,carnival vibes,0.0,0.0,1.0,0.0
7146,I felt solid like a mountain!,0.687,0.0,0.313,0.5255
7147,mindful,0.0,0.0,1.0,0.0
7148,Love it!,0.818,0.0,0.182,0.6696
7149,calm,1.0,0.0,0.0,0.3182
7151,"There are better ways to deal with anxiety than listening to Halloween-style or horror-movie style ""music."" My least favorite so far. At least congratulations for trying to have a variety of presentations. This one was horrible.",0.153,0.173,0.674,0.031
7152,great ,1.0,0.0,0.0,0.6249
7153,Great ,1.0,0.0,0.0,0.6249
7154,Felt Good,0.744,0.0,0.256,0.4404
7155,Calm ,1.0,0.0,0.0,0.3182
7156,Everyone reported they feel calm.,0.365,0.0,0.635,0.3182
7157,very calm,0.722,0.0,0.278,0.3804
7158,Calm,1.0,0.0,0.0,0.3182
7159,good,1.0,0.0,0.0,0.4404
7160,"Pretty relaxing
",1.0,0.0,0.0,0.7506
7162,cAl;ming,0.0,0.0,1.0,0.0
7163,We liked thinnking about being thankful for family and teachers.,0.448,0.0,0.552,0.7579
7164,Grateful,1.0,0.0,0.0,0.4588
7165,Happy ,1.0,0.0,0.0,0.5719
7166,"GREAT
",1.0,0.0,0.0,0.6249
7167,We had fun singing the song.  We also liked doing the breathing and the shark fin. We liked thinking about someone special too!,0.385,0.0,0.615,0.8977
7168,not good,0.0,0.706,0.294,-0.3412
7169,I love it because it felt good!,0.649,0.0,0.351,0.8122
7170,Felt Good,0.744,0.0,0.256,0.4404
7171,Grateful,1.0,0.0,0.0,0.4588
7172,I had a good day when I got a little upset like the teacher didn't call on me or a classmate hurt my feelings I found a way to recenter and restart. ,0.161,0.179,0.66,-0.1494
7173,it was helpful,0.583,0.0,0.417,0.4215
7174,Felt Good ,0.744,0.0,0.256,0.4404
7175,Good lesson on how to get out of your angry mood.,0.191,0.217,0.592,-0.1027
7176,werWER,0.0,0.0,1.0,0.0
7177,great river sounds,0.672,0.0,0.328,0.6249
7178,"Relaxing, sleepy, and like we were floating.",0.533,0.0,0.467,0.6908
7179,Love it!,0.818,0.0,0.182,0.6696
7180,Love it! ,0.818,0.0,0.182,0.6696
7181,"It made all my negative energy go away, took my stress away, the aches went away, and felt mindful.",0.082,0.332,0.586,-0.7506
7182,"happy
",1.0,0.0,0.0,0.5719
7183,Very soothing.,0.722,0.0,0.278,0.3804
7184,Felt Good ,0.744,0.0,0.256,0.4404
7185,Mindful,0.0,0.0,1.0,0.0
7186,"gracias por la música gracias por todo, me gustó la canción,  muchisisisisímas gracias 💗",0.0,0.0,1.0,0.0
7187,"James says it was so positive
",0.48,0.0,0.52,0.6825
7188,good,1.0,0.0,0.0,0.4404
7189,"It was confusing, overwhelming, too many voices talking.",0.0,0.213,0.787,-0.2263
7190,Calm,1.0,0.0,0.0,0.3182
7191,felt nice,0.737,0.0,0.263,0.4215
7192,"13 students in class
Mindful 0
Happy 1
Calm 6
Grateful 0
Love It 0


",0.688,0.0,0.312,0.9217
7193,Mindful,0.0,0.0,1.0,0.0
7194,Felt Good ,0.744,0.0,0.256,0.4404
7195,We felt relaxed.,0.615,0.0,0.385,0.4939
7196,I liked it!,0.756,0.0,0.244,0.4753
7197,We liked the 2 minutes of being quiet and just breathing.,0.237,0.0,0.763,0.4215
7198,Thanks!,1.0,0.0,0.0,0.4926
7199,"Roberto Silva said, ""I feel happy.""",0.0,0.0,1.0,0.0
7200,ok,1.0,0.0,0.0,0.296
7201,"Some of my class do not like total silence, so like it.",0.0,0.297,0.703,-0.4973
7202,Mindful,0.0,0.0,1.0,0.0
7203,good,1.0,0.0,0.0,0.4404
7204,Love it!,0.818,0.0,0.182,0.6696
7205,relaxed,1.0,0.0,0.0,0.4939
7206,Calm,1.0,0.0,0.0,0.3182
7207,the narrator had a bad mic and the experience was not very good,0.0,0.38,0.62,-0.7288
7208,I liked that,0.737,0.0,0.263,0.4215
7209,nh,1.0,0.0,0.0,0.4939
7210,very calming... Thanks,0.614,0.0,0.386,0.4902
7211,Happy,1.0,0.0,0.0,0.5719
7212,"Scholars report feeling mindful, peaceful, and relaxed. ",0.664,0.0,0.336,0.7845
7213,it makes me feel good,0.42,0.0,0.58,0.4404
7215,relaxing,1.0,0.0,0.0,0.4939
7216,A beautiful way to start the day. Never paid attention n to sitting prior to today.,0.231,0.0,0.769,0.5994
7217,Happy because we felt calm!,0.677,0.0,0.323,0.7424
7218,"Scholars report feeling comfortable, relaxed, and sleepy.",0.667,0.0,0.333,0.7906
7219,I liked this.,0.737,0.0,0.263,0.4215
7221,ok,1.0,0.0,0.0,0.296
7222,Students felt good,0.592,0.0,0.408,0.4404
7223,Calm,1.0,0.0,0.0,0.3182
7224,good,1.0,0.0,0.0,0.4404
7225,happy,1.0,0.0,0.0,0.5719
7226,nice...clouds,0.0,0.0,1.0,0.0
7227,happy,1.0,0.0,0.0,0.5719
7228,Great!,1.0,0.0,0.0,0.6588
7230,Gracias por todo. Gracias por la musica. Gracias por la musica. I like your music alot. ,0.152,0.0,0.848,0.3612
7231,good!,1.0,0.0,0.0,0.4926
7232,Grateful,1.0,0.0,0.0,0.4588
7233,Gracias por toda la musica y le doy muchas estrellas. Gracias por todo y relajarme. Gracias i give you lots of stars. I love it so much. I like the video. Thank you Edgar.,0.267,0.0,0.733,0.8583
7235,ertygwryh,0.0,0.0,1.0,0.0
7236,"Omar Loredo said, ""I feel happy.""",0.0,0.0,1.0,0.0
7237,Felt Good ,0.744,0.0,0.256,0.4404
7238,Mindful,0.0,0.0,1.0,0.0
7239,good,1.0,0.0,0.0,0.4404
7240,"Eli Smith states, ""I feel happy.""",0.0,0.0,1.0,0.0
7241,Calm,1.0,0.0,0.0,0.3182
7242,Calm,1.0,0.0,0.0,0.3182
7243,happy,1.0,0.0,0.0,0.5719
7244,Calm,1.0,0.0,0.0,0.3182
7246,Students commented on how to handle anger,0.0,0.381,0.619,-0.5719
7247,Love it!,0.818,0.0,0.182,0.6696
7248,insightful,0.0,0.0,1.0,0.0
7249,Felt Good ,0.744,0.0,0.256,0.4404
7250,Clear mind. Relaxed,0.853,0.0,0.147,0.7003
7251,Felt Good,0.744,0.0,0.256,0.4404
7252,Mindful ,0.0,0.0,1.0,0.0
7254,Felt Good,0.744,0.0,0.256,0.4404
7255,Awesome exercise!,0.815,0.0,0.185,0.6588
7256,Felt good ,0.744,0.0,0.256,0.4404
7257,"calm
",1.0,0.0,0.0,0.3182
7258,comments relating to nature were beneficial to me.,0.293,0.0,0.707,0.4404
7259,"great practice
",0.804,0.0,0.196,0.6249
7260,Felt Good ,0.744,0.0,0.256,0.4404
7261,happy,1.0,0.0,0.0,0.5719
7262,Good.  Getting used to this.,0.42,0.0,0.58,0.4404
7263,We learned some new skills on how to be mindful.  Very helpful.,0.219,0.0,0.781,0.4754
7264,great,1.0,0.0,0.0,0.6249
7265,awesome,1.0,0.0,0.0,0.6249
7266,MINDFUL,0.0,0.0,1.0,0.0
7267,Mindful,0.0,0.0,1.0,0.0
7268,"Felt Sleepy
Felt Relaxed
Letting it out
Thoughts rambling
",0.286,0.0,0.714,0.4939
7269,Calm as well!,0.824,0.0,0.176,0.5707
7270,mindful,0.0,0.0,1.0,0.0
7271,Good,1.0,0.0,0.0,0.4404
7272,All of the above!,0.0,0.0,1.0,0.0
7273,Felt Good,0.744,0.0,0.256,0.4404
7274,happy,1.0,0.0,0.0,0.5719
7275,The best part of using my senses is the opportunity to relax.,0.524,0.0,0.476,0.872
7276,Very relaxing,0.777,0.0,0.223,0.5413
7277,Felt Good,0.744,0.0,0.256,0.4404
7278,great,1.0,0.0,0.0,0.6249
7279,Very helpful.,0.756,0.0,0.244,0.4754
7280,"Andres: It made me feel happy because it made my body feel comfy.
Tania: It made me feel bored.
Alexia: It made me feel calm because of the train noises and the person's voice.",0.153,0.054,0.793,0.5994
7281,Calm,1.0,0.0,0.0,0.3182
7282,"Scholars report feeling peaceful, calm, and grateful.",0.769,0.0,0.231,0.8402
7283,"ok
",1.0,0.0,0.0,0.296
7284,"Scholars report:  calm, mindful, peaceful",0.647,0.0,0.353,0.6705
7285,Greatful,0.0,0.0,1.0,0.0
7286,"Calming
",1.0,0.0,0.0,0.4019
7287,Felt Good ,0.744,0.0,0.256,0.4404
7288,Mindful,0.0,0.0,1.0,0.0
7289,"It made me feel calm.  Taylor/ student
It made feel relaxed.  Miguel/student
",0.355,0.0,0.645,0.6705
7290,toilet issues,0.0,0.0,1.0,0.0
7291,Helped my student calm  down a bit. ,0.315,0.0,0.685,0.3182
7292,"cool
",1.0,0.0,0.0,0.3182
7293,"This was an excellent experience after our ""Fire Drill"" today.  
The Kinders loved it.",0.362,0.114,0.524,0.7351
7294,MY FAVORITE!!!!,0.0,0.0,1.0,0.0
7295,nice,1.0,0.0,0.0,0.4215
7296,I love the sound of Laura's voice.,0.457,0.0,0.543,0.6369
7297,"Harmony Rodriguez, ""I like to exercise.""",0.565,0.0,0.435,0.6369
7298,We really enjoy Mr. Edgar's peaceful and reflective voice!  Thank you!,0.55,0.0,0.45,0.8682
7299,"happy
",1.0,0.0,0.0,0.5719
7300,happy,1.0,0.0,0.0,0.5719
7301,Mindful,0.0,0.0,1.0,0.0
7302,"It was good! We noticed our brains starting to go off on tangents after a few seconds but we celebrated the few seconds of presence, and know these will get longer with practice!",0.202,0.0,0.798,0.8217
7303,Grateful,1.0,0.0,0.0,0.4588
7304,Felt Good ,0.744,0.0,0.256,0.4404
7305,Felt Good,0.744,0.0,0.256,0.4404
7306,Calm,1.0,0.0,0.0,0.3182
7307,The only bet parts of this inner explorer was the rain,0.0,0.0,1.0,0.0
7308,lovely,1.0,0.0,0.0,0.5859
7309,"Good start
",0.744,0.0,0.256,0.4404
7310,Felt Good ,0.744,0.0,0.256,0.4404
7311,"awesome 
",1.0,0.0,0.0,0.6249
7312,"It made us feel calm. 
",0.365,0.0,0.635,0.3182
7313,calm,1.0,0.0,0.0,0.3182
7314,"Scholars report feeling peaceful, grateful, and calm. ",0.769,0.0,0.231,0.8402
7315,felt good.,0.744,0.0,0.256,0.4404
7316,The heart beat helped to clear our minds.,0.271,0.0,0.729,0.3818
7318,"Dear Ms. Ana,

I loved it when we breathed in and out.

From, Room 804",0.351,0.0,0.649,0.7579
7319,CALM AND RELAXED,0.846,0.0,0.154,0.6705
7320,The best part of sitting quietly is the opportunity to relax.,0.553,0.0,0.447,0.872
7321,My experience was good today. ,0.42,0.0,0.58,0.4404
7322,I feel calm and actually less stressful than I was.,0.203,0.266,0.531,-0.1796
7323,Felt Good,0.744,0.0,0.256,0.4404
7324,Mindful,0.0,0.0,1.0,0.0
7326,"Good
",1.0,0.0,0.0,0.4404
7328,good,1.0,0.0,0.0,0.4404
7329,Happy ,1.0,0.0,0.0,0.5719
7330,students liked this one. ,0.483,0.0,0.517,0.4215
7331,"pleasant
",1.0,0.0,0.0,0.5106
7332,Calm ,1.0,0.0,0.0,0.3182
7333,Calm,1.0,0.0,0.0,0.3182
7334,Mindful ,0.0,0.0,1.0,0.0
7335,Love it! ,0.818,0.0,0.182,0.6696
7336,Relaxing,1.0,0.0,0.0,0.4939
7337,"It made me relax when I came in from recess. 
I'm grateful to be able to go to school.  I'm thankful for my family and friends. ",0.377,0.0,0.623,0.9136
7338,Felt Good ,0.744,0.0,0.256,0.4404
7339,Felt Good,0.744,0.0,0.256,0.4404
7340,"Good and Calm
",0.839,0.0,0.161,0.6369
7341,"nice
",1.0,0.0,0.0,0.4215
7342,Very calming,0.75,0.0,0.25,0.4576
7343,Students noticed a difference between shallow breathing and belly breathing. ,0.0,0.0,1.0,0.0
7344,It is always good to remember to be kind to everyone including yourself.,0.364,0.0,0.636,0.743
7345,Felt Good,0.744,0.0,0.256,0.4404
7346,"It made me think about what I did to be kind to others.
help my teachers and say thank you
help someone with their problems
caring for people that are sad
",0.335,0.134,0.531,0.8271
7347,Mindful,0.0,0.0,1.0,0.0
7348,Mindful,0.0,0.0,1.0,0.0
7349,relaxed,1.0,0.0,0.0,0.4939
7350,great,1.0,0.0,0.0,0.6249
7351,liked the activity in this one,0.359,0.0,0.641,0.4215
7353,Hard for a lot of my students to sit still,0.0,0.149,0.851,-0.1027
7354,ok,1.0,0.0,0.0,0.296
7356,better. not as bad. ,0.742,0.0,0.258,0.6956
7357,great,1.0,0.0,0.0,0.6249
7358,ive been ok,0.524,0.0,0.476,0.296
7359,The best part of today was in helping me to relax.,0.538,0.0,0.462,0.8519
7360,Felt Good ,0.744,0.0,0.256,0.4404
7361,awesome experience,0.804,0.0,0.196,0.6249
7362,"
We liked the relaxarion train and raising our shoulders",0.259,0.0,0.741,0.4215
7363,good,1.0,0.0,0.0,0.4404
7364,"I love it so much. Este cancion es mejor. Gracias por relajarme. Gracias Leo. Gracias por toda la musica. Ami me gusto. Gracias por la musica, i like your music 100. gracias, muchas gracias. Gracias por todo. THANK YOU I GAVE IT 87,000,000,000 STARS AND 1 GRAM",0.199,0.0,0.801,0.873
7365,Felt Good,0.744,0.0,0.256,0.4404
7366,"Helps me breathe and be calm!
",0.565,0.0,0.435,0.636
7367,Love it! ,0.818,0.0,0.182,0.6696
7368,Felt Good,0.744,0.0,0.256,0.4404
7369,nice,1.0,0.0,0.0,0.4215
7370,"thx
",1.0,0.0,0.0,0.3612
7371,Happy,1.0,0.0,0.0,0.5719
7372,Awesome,1.0,0.0,0.0,0.6249
7373,we like to have our thoughts float on by,0.238,0.0,0.762,0.3612
7374,"So totally groovy!
",0.0,0.0,1.0,0.0
7375,ok,1.0,0.0,0.0,0.296
7376,:),1.0,0.0,0.0,0.4588
7377,Love it!,0.818,0.0,0.182,0.6696
7378,realx,0.0,0.0,1.0,0.0
7379,Great.,1.0,0.0,0.0,0.6249
7380,"Mindful, happy, felt good, calm, grateful",0.856,0.0,0.144,0.8979
7381,Mindful,0.0,0.0,1.0,0.0
7382,This one made us feel hungry.,0.0,0.0,1.0,0.0
7383,Todos disfrutaron el momento!,0.0,0.0,1.0,0.0
7384,"relaxing
",1.0,0.0,0.0,0.4939
7385,Calm,1.0,0.0,0.0,0.3182
7386,srdefawerf,0.0,0.0,1.0,0.0
7387,good,1.0,0.0,0.0,0.4404
7388,The tone of the presenter and background picture gave a sense of calm.,0.173,0.0,0.827,0.3182
7389,"Good
",1.0,0.0,0.0,0.4404
7390,"Thank you for teaching us about ""Progressive Awareness""!",0.285,0.0,0.715,0.4199
7391,Thanks,1.0,0.0,0.0,0.4404
7393,happy and  grateful an Love it,0.784,0.0,0.216,0.8979
7395,"Scholars report feeling relaxed, calm, and mindful.",0.636,0.0,0.364,0.7184
7396,"Isaiah, you are correct it is so much easier to think of time when fear has been more present than hope.  We will continue to practicing our Mindfulness.
Thank you,
Ridgeview High!",0.225,0.08,0.696,0.7035
7397,"Gracias por todo. gracias por la musica. 100,000 likes. i like the video 100. thank you LEO i gove it a hundred likes. gracias por todo leo cien mil estrellas. gracias por relajarme.",0.29,0.0,0.71,0.8625
7398,Love it!,0.818,0.0,0.182,0.6696
7399,Happy ,1.0,0.0,0.0,0.5719
7400,Very relaxing,0.777,0.0,0.223,0.5413
7401,Awesome!,1.0,0.0,0.0,0.6588
7402,Mindful,0.0,0.0,1.0,0.0
7403,felt calming,0.73,0.0,0.27,0.4019
7404,Grateful,1.0,0.0,0.0,0.4588
7405,Amazing!,1.0,0.0,0.0,0.6239
7406,Felt Good ,0.744,0.0,0.256,0.4404
7407,"calm relaxed sleepy

saw a jungle

saw my dog

saw my cat

tired

",0.316,0.167,0.517,0.3818
7408,HAPPY,1.0,0.0,0.0,0.5719
7409,I am looking forward to having this as part of my daily routine. ,0.0,0.0,1.0,0.0
7410,calm,1.0,0.0,0.0,0.3182
7411,good,1.0,0.0,0.0,0.4404
7412,"Debora Mendoza said, ""I feel calm.""",0.0,0.0,1.0,0.0
7413,very calming,0.75,0.0,0.25,0.4576
7414,ghj,0.0,0.0,1.0,0.0
7415,THANK YOU. Gracias por toda la cancion y relajarme. I like the picture. Me gusto la cancion. I like your cancion. ,0.354,0.0,0.646,0.8038
7416,good,1.0,0.0,0.0,0.4404
7417,Grateful,1.0,0.0,0.0,0.4588
7418,Love it!,0.818,0.0,0.182,0.6696
7419,"happy
",1.0,0.0,0.0,0.5719
7420,This activity made us feel peaceful and almost as if we were somewhere else. It also made us think of all the beautiful moments in our lives.,0.221,0.0,0.779,0.7964
7421,Grateful,1.0,0.0,0.0,0.4588
7423,"happy
",1.0,0.0,0.0,0.5719
7424,Grateful,1.0,0.0,0.0,0.4588
7425,Mindful,0.0,0.0,1.0,0.0
7426,"Our Gratitude practice today was wonderful and difficult.
Wonderful, to be reminded of all the blessings we have.
Difficult, to think of the things that we have in our lives that are good, sometimes it is easier to think of the not so good things, this will be a continued work in progress.

Thanks,
Ridgeview High",0.368,0.065,0.568,0.9735
7428,Felt Good ,0.744,0.0,0.256,0.4404
7429,4343,0.0,0.0,1.0,0.0
7430,"If felt calming to come back inside.  It felt good coming in because we did our mindfulness and it calmed me down.  Today, I had a good day because people were doing good during transitions so we earned lots of honey pot points.  ",0.28,0.0,0.72,0.9186
7431,great,1.0,0.0,0.0,0.6249
7432,Made us feel happy,0.552,0.0,0.448,0.5719
7433,Calm,1.0,0.0,0.0,0.3182
7434,Love the music in all the programs!,0.428,0.0,0.572,0.6696
7435,Mindful,0.0,0.0,1.0,0.0
7436,still dealing with headaches,0.0,0.0,1.0,0.0
7437,Love it!,0.818,0.0,0.182,0.6696
7438,It felt nice to send friendly wishes to people that are mean to me.  It was  challenging to send friendly wishes to people I didn't like but at the same time it was really nice. I didn't really like sending wishes to people that I don't like because I haven't forgiven them.  ,0.255,0.158,0.588,0.4477
7439,Relaxing,1.0,0.0,0.0,0.4939
7440,Calm,1.0,0.0,0.0,0.3182
7441,Mindful,0.0,0.0,1.0,0.0
7442,Calm,1.0,0.0,0.0,0.3182
7443,happy,1.0,0.0,0.0,0.5719
7444,Reflection helps,0.722,0.0,0.278,0.3818
7445,It was mindful.,0.0,0.0,1.0,0.0
7446,mixed emotions...stressed me out.,0.0,0.0,1.0,0.0
7447,"Carlos, well done.
I loved todays Mindfulness activity.
Thank you for extending the music longer it gives us a chance to practice our mindfulness a bit longer.
Blessings,
Valerie",0.4,0.0,0.6,0.9186
7448,calm,1.0,0.0,0.0,0.3182
7449,"I felt
Relaxed and like I wanted to go to bed",0.449,0.0,0.551,0.6908
7450,Gained a sense of relaxing,0.744,0.0,0.256,0.7003
7451,Calm,1.0,0.0,0.0,0.3182
7452,drdfgzsdfgzdfg,0.0,0.0,1.0,0.0
7453,Felt Good,0.744,0.0,0.256,0.4404
7454,Mindful,0.0,0.0,1.0,0.0
7455,this felt really good!,0.537,0.0,0.463,0.54
7456,Love it!,0.818,0.0,0.182,0.6696
7457,"it was ok

",0.524,0.0,0.476,0.296
7458,Gracias por todo.,0.0,0.0,1.0,0.0
7459,"Loved trying this practice with my godson, he swayed when he heard the intro song",0.218,0.0,0.782,0.5994
7460,reminded students of past hurts.,0.0,0.437,0.563,-0.4767
7461,Mindful,0.0,0.0,1.0,0.0
7462,ok,1.0,0.0,0.0,0.296
7463,calm,1.0,0.0,0.0,0.3182
7464,54y3e36663,0.0,0.0,1.0,0.0
7465,  ,0.0,0.0,0.0,0.0
7466,"Today it took me to my happy place, took away negative energy, feel calm and relaxed, sleepy, took worries, and nice.",0.408,0.188,0.405,0.765
7467,ok,1.0,0.0,0.0,0.296
7468,sleepy.... its friday....,0.0,0.0,1.0,0.0
7469,Miindful,0.0,0.0,1.0,0.0
7470,Grateful,1.0,0.0,0.0,0.4588
7471,Awesome!,1.0,0.0,0.0,0.6588
7472,Students were engaging!,0.574,0.0,0.426,0.4003
7473,Uncomfortable ,0.0,1.0,0.0,-0.3818
7474,Other students stated this experience made them feel calm.  ,0.223,0.0,0.777,0.3182
7475,bop bop,0.0,0.0,1.0,0.0
7476,"nice and chill vibe day
",0.412,0.0,0.588,0.4215
7477,Mindful,0.0,0.0,1.0,0.0
7478,Some are not paying attention... its a little difficult for some to be calm.,0.148,0.142,0.709,0.024
7479,This is too long.,0.0,0.0,1.0,0.0
7481,Happy ,1.0,0.0,0.0,0.5719
7482,Mindful,0.0,0.0,1.0,0.0
7483,Happy ,1.0,0.0,0.0,0.5719
7484,Love it!,0.818,0.0,0.182,0.6696
7485,Peaceful,1.0,0.0,0.0,0.4939
7486,Very calm,0.722,0.0,0.278,0.3804
7488,good,1.0,0.0,0.0,0.4404
7489,Great,1.0,0.0,0.0,0.6249
7490,felt good,0.744,0.0,0.256,0.4404
7491,very good ,0.762,0.0,0.238,0.4927
7492,The preschoolers enjoyed sharing what they are grateful for after we finished the mindfulness session.,0.431,0.0,0.569,0.8442
7493,gf,0.0,0.0,1.0,0.0
7494,"mindful
",0.0,0.0,1.0,0.0
7495,happy,1.0,0.0,0.0,0.5719
7496,Love it!,0.818,0.0,0.182,0.6696
7497,This was cool and so calm I liked it.,0.615,0.0,0.385,0.7889
7498,"great
",1.0,0.0,0.0,0.6249
7499,"scholars report feeling relaxed, comfortable, and calm.",0.774,0.0,0.226,0.8519
7500,Mindful,0.0,0.0,1.0,0.0
7501,happy,1.0,0.0,0.0,0.5719
7502,Mindful,0.0,0.0,1.0,0.0
7503,Felt Good ,0.744,0.0,0.256,0.4404
7504,great,1.0,0.0,0.0,0.6249
7505,"We chose the ""Starfish Breathing!"" because it reminds us of the calming affects of the ocean.
I am going to teach the ""Starfish Breathing"" to my 7 year old granddaughter to help her with those times of feeling not in control.
Thank you,
Ridgeview High",0.149,0.044,0.807,0.6227
7506,Calm,1.0,0.0,0.0,0.3182
7507,Mindful,0.0,0.0,1.0,0.0
7508,calm,1.0,0.0,0.0,0.3182
7509,:),1.0,0.0,0.0,0.4588
7510,calm,1.0,0.0,0.0,0.3182
7511,"Mindful. My breathing slowed. 

One student requested more writing time, though most so not need it.",0.0,0.0,1.0,0.0
7512,"Scholars report feeling relaxed, peaceful, and energized.",0.789,0.0,0.211,0.8807
7513,"all the talking in the middle was distracting from the beginning and the end. Also, it was a bit negative to give the idea in the middle of a meditation that ""I am bad at math."" However, the beginning and end music was nice, so 2 stars.",0.054,0.18,0.766,-0.765
7514,Felt Good ,0.744,0.0,0.256,0.4404
7515,relaxed,1.0,0.0,0.0,0.4939
7516,The Kinders felt grateful. ,0.5,0.0,0.5,0.4588
7517,calm,1.0,0.0,0.0,0.3182
7518,"Why I have terrible luck
birds flying
color purple
relaxed
flowers
my pet
help others",0.405,0.141,0.455,0.7003
7519,"When we did this, it was really, really fun.",0.326,0.0,0.674,0.5956
7520,Mindful,0.0,0.0,1.0,0.0
7521,love the song,0.677,0.0,0.323,0.6369
7522,Happy,1.0,0.0,0.0,0.5719
7523,Liked all of the explanation on how to be successful at doing the Sharkfin and how you will feel.,0.28,0.0,0.72,0.765
7524,grateful,1.0,0.0,0.0,0.4588
7525,"good video 
",0.744,0.0,0.256,0.4404
7526,Felt Good ,0.744,0.0,0.256,0.4404
7527,love it,0.808,0.0,0.192,0.6369
7528,because thinking about the person that we thought about helped us be calm and happy. ,0.316,0.0,0.684,0.7184
7529,Mindful,0.0,0.0,1.0,0.0
